 masks images 1_Scab 2_Orange_peal 3_Through_hole 4_Imprint 5_Attrition 6_Rust 7_Scratch 8_Pollution 9_Mechanical_damage 10_Insects 11_Stripe 12_Dross 13_Other 14_Oil 15_Roller_print unique_labels
709 D:\multilable_classification_metal\data\masks\K1_0172000000018279_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018279_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
710 D:\multilable_classification_metal\data\masks\K1_0172000000018279_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018279_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
711 D:\multilable_classification_metal\data\masks\K1_0172000000018281_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018281_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
712 D:\multilable_classification_metal\data\masks\K1_0172000000018281_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018281_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
713 D:\multilable_classification_metal\data\masks\K1_0172000000018285_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018285_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
714 D:\multilable_classification_metal\data\masks\K1_0172000000018285_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018285_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
715 D:\multilable_classification_metal\data\masks\K1_0172000000018287_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018287_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
716 D:\multilable_classification_metal\data\masks\K1_0172000000018287_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018287_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
717 D:\multilable_classification_metal\data\masks\K1_0172000000018289_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018289_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
718 D:\multilable_classification_metal\data\masks\K1_0172000000018289_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018289_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
719 D:\multilable_classification_metal\data\masks\K1_0172000000018291_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018291_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
720 D:\multilable_classification_metal\data\masks\K1_0172000000018291_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018291_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
721 D:\multilable_classification_metal\data\masks\K1_0172000000018291_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018291_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
722 D:\multilable_classification_metal\data\masks\K1_0172000000018291_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018291_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
723 D:\multilable_classification_metal\data\masks\K1_0172000000018293_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018293_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
724 D:\multilable_classification_metal\data\masks\K1_0172000000018293_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018293_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
725 D:\multilable_classification_metal\data\masks\K1_0172000000018293_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018293_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
726 D:\multilable_classification_metal\data\masks\K1_0172000000018295_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018295_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
727 D:\multilable_classification_metal\data\masks\K1_0172000000018295_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018295_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
728 D:\multilable_classification_metal\data\masks\K1_0172000000018295_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018295_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
729 D:\multilable_classification_metal\data\masks\K1_0172000000018295_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018295_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
730 D:\multilable_classification_metal\data\masks\K1_0172000000018297_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018297_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
731 D:\multilable_classification_metal\data\masks\K1_0172000000018297_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018297_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
732 D:\multilable_classification_metal\data\masks\K1_0172000000018297_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018297_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
733 D:\multilable_classification_metal\data\masks\K1_0172000000018299_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018299_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
734 D:\multilable_classification_metal\data\masks\K1_0172000000018299_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018299_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
735 D:\multilable_classification_metal\data\masks\K1_0172000000018303_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018303_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
736 D:\multilable_classification_metal\data\masks\K1_0172000000018303_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018303_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
737 D:\multilable_classification_metal\data\masks\K1_0172000000018305_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018305_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
738 D:\multilable_classification_metal\data\masks\K1_0172000000018305_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018305_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
739 D:\multilable_classification_metal\data\masks\K1_0172000000018307_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018307_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
740 D:\multilable_classification_metal\data\masks\K1_0172000000018309_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018309_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
741 D:\multilable_classification_metal\data\masks\K1_0172000000018309_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018309_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
742 D:\multilable_classification_metal\data\masks\K1_0172000000018311_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018311_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
743 D:\multilable_classification_metal\data\masks\K1_0172000000018311_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018311_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
744 D:\multilable_classification_metal\data\masks\K1_0172000000018311_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018311_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
745 D:\multilable_classification_metal\data\masks\K1_0172000000018315_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018315_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
746 D:\multilable_classification_metal\data\masks\K1_0172000000018319_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018319_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
747 D:\multilable_classification_metal\data\masks\K1_0172000000018321_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018321_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
748 D:\multilable_classification_metal\data\masks\K1_0172000000018321_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018321_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
749 D:\multilable_classification_metal\data\masks\K1_0172000000018321_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018321_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
750 D:\multilable_classification_metal\data\masks\K1_0172000000018323_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018323_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
751 D:\multilable_classification_metal\data\masks\K1_0172000000018331_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018331_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
752 D:\multilable_classification_metal\data\masks\K1_0172000000018331_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018331_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
753 D:\multilable_classification_metal\data\masks\K1_0172000000018333_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018333_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
754 D:\multilable_classification_metal\data\masks\K1_0172000000018339_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018339_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
755 D:\multilable_classification_metal\data\masks\K1_0172000000018339_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018339_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
756 D:\multilable_classification_metal\data\masks\K1_0172000000018339_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018339_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
757 D:\multilable_classification_metal\data\masks\K1_0172000000018341_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018341_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
758 D:\multilable_classification_metal\data\masks\K1_0172000000018341_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018341_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
759 D:\multilable_classification_metal\data\masks\K1_0172000000018341_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018341_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
760 D:\multilable_classification_metal\data\masks\K1_0172000000018341_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018341_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
761 D:\multilable_classification_metal\data\masks\K1_0172000000018343_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018343_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
762 D:\multilable_classification_metal\data\masks\K1_0172000000018343_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018343_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
763 D:\multilable_classification_metal\data\masks\K1_0172000000018345_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018345_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
764 D:\multilable_classification_metal\data\masks\K1_0172000000018347_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018347_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
765 D:\multilable_classification_metal\data\masks\K1_0172000000018347_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018347_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
766 D:\multilable_classification_metal\data\masks\K1_0172000000018349_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018349_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
767 D:\multilable_classification_metal\data\masks\K1_0172000000018349_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018349_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
768 D:\multilable_classification_metal\data\masks\K1_0172000000018349_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018349_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
769 D:\multilable_classification_metal\data\masks\K1_0172000000018351_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018351_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
770 D:\multilable_classification_metal\data\masks\K1_0172000000018351_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018351_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
771 D:\multilable_classification_metal\data\masks\K1_0172000000018373_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018373_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
772 D:\multilable_classification_metal\data\masks\K1_0172000000018373_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018373_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
773 D:\multilable_classification_metal\data\masks\K1_0172000000018375_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018375_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
774 D:\multilable_classification_metal\data\masks\K1_0172000000018377_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018377_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
775 D:\multilable_classification_metal\data\masks\K1_0172000000018379_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018379_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
776 D:\multilable_classification_metal\data\masks\K1_0172000000018381_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018381_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
777 D:\multilable_classification_metal\data\masks\K1_0172000000018381_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018381_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
778 D:\multilable_classification_metal\data\masks\K1_0172000000018381_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018381_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
779 D:\multilable_classification_metal\data\masks\K1_0172000000018381_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018381_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
780 D:\multilable_classification_metal\data\masks\K1_0172000000018383_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018383_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
781 D:\multilable_classification_metal\data\masks\K1_0172000000018383_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018383_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
782 D:\multilable_classification_metal\data\masks\K1_0172000000018383_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018383_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
783 D:\multilable_classification_metal\data\masks\K1_0172000000018385_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018385_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
784 D:\multilable_classification_metal\data\masks\K1_0172000000018387_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018387_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
785 D:\multilable_classification_metal\data\masks\K1_0172000000018387_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018387_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
786 D:\multilable_classification_metal\data\masks\K1_0172000000018389_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018389_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
787 D:\multilable_classification_metal\data\masks\K1_0172000000018389_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018389_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
788 D:\multilable_classification_metal\data\masks\K1_0172000000018389_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018389_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
789 D:\multilable_classification_metal\data\masks\K1_0172000000018391_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018391_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
790 D:\multilable_classification_metal\data\masks\K1_0172000000018391_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018391_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
791 D:\multilable_classification_metal\data\masks\K1_0172000000018393_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018393_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
792 D:\multilable_classification_metal\data\masks\K1_0172000000018393_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018393_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
793 D:\multilable_classification_metal\data\masks\K1_0172000000018395_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018395_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
794 D:\multilable_classification_metal\data\masks\K1_0172000000018395_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018395_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
795 D:\multilable_classification_metal\data\masks\K1_0172000000018395_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018395_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
796 D:\multilable_classification_metal\data\masks\K1_0172000000018397_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018397_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
797 D:\multilable_classification_metal\data\masks\K1_0172000000018397_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018397_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
798 D:\multilable_classification_metal\data\masks\K1_0172000000018399_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018399_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
799 D:\multilable_classification_metal\data\masks\K1_0172000000018399_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018399_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
800 D:\multilable_classification_metal\data\masks\K1_0172000000018401_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018401_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
801 D:\multilable_classification_metal\data\masks\K1_0172000000018401_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018401_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
802 D:\multilable_classification_metal\data\masks\K1_0172000000018409_0.npy D:\multilable_classification_metal\data\images\K1_0172000000018409_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
803 D:\multilable_classification_metal\data\masks\K1_0172000000018409_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018409_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
804 D:\multilable_classification_metal\data\masks\K1_0172000000018409_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018409_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
805 D:\multilable_classification_metal\data\masks\K1_0172000000018409_5.npy D:\multilable_classification_metal\data\images\K1_0172000000018409_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
806 D:\multilable_classification_metal\data\masks\K1_0172000000018413_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018413_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
807 D:\multilable_classification_metal\data\masks\K1_0172000000018413_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018413_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
808 D:\multilable_classification_metal\data\masks\K1_0172000000018415_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018415_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
809 D:\multilable_classification_metal\data\masks\K1_0172000000018415_2.npy D:\multilable_classification_metal\data\images\K1_0172000000018415_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
810 D:\multilable_classification_metal\data\masks\K1_0172000000018415_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018415_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
811 D:\multilable_classification_metal\data\masks\K1_0172000000018415_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018415_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
812 D:\multilable_classification_metal\data\masks\K1_0172000000018417_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018417_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
813 D:\multilable_classification_metal\data\masks\K1_0172000000018417_4.npy D:\multilable_classification_metal\data\images\K1_0172000000018417_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
814 D:\multilable_classification_metal\data\masks\K1_0172000000018419_1.npy D:\multilable_classification_metal\data\images\K1_0172000000018419_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
815 D:\multilable_classification_metal\data\masks\K1_0172000000018419_3.npy D:\multilable_classification_metal\data\images\K1_0172000000018419_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
